src	tgt
8356+243	8599
7606+881	8487
787+3130	3917
3247+452	3699
668+917	1585
863+993	1856
842+8768	9610
148+3637	3785
2094+887	2981
123+7509	7632
9741+369	10110
299+303	602
564+337	901
235+421	656
832+3805	4637
453+510	963
578+657	1235
575+110	685
969+268	1237
2665+180	2845
3676+100	3776
215+4585	4800
343+9409	9752
6206+235	6441
607+9947	10554
6651+485	7136
294+323	617
176+9932	10108
414+5335	5749
1805+843	2648
985+692	1677
148+3307	3455
401+9360	9761
937+196	1133
382+5665	6047
342+562	904
798+356	1154
507+581	1088
2774+245	3019
858+9186	10044
9411+274	9685
176+114	290
754+194	948
940+9785	10725
204+743	947
367+631	998
275+9947	10222
852+9049	9901
8175+339	8514
987+4795	5782
4981+997	5978
968+627	1595
656+797	1453
518+1477	1995
334+8366	8700
1375+604	1979
9922+836	10758
8023+512	8535
2949+564	3513
816+2000	2816
981+9134	10115
514+630	1144
980+911	1891
473+882	1355
485+653	1138
186+774	960
284+329	613
6722+435	7157
3608+188	3796
795+6997	7792
895+443	1338
8328+207	8535
5340+514	5854
3463+850	4313
635+766	1401
174+684	858
435+681	1116
567+1646	2213
9753+891	10644
5399+340	5739
738+9877	10615
902+9957	10859
262+229	491
971+438	1409
719+808	1527
4765+778	5543
8096+836	8932
5108+619	5727
763+3129	3892
720+6533	7253
9391+666	10057
2081+762	2843
390+455	845
741+9940	10681
8501+929	9430
811+770	1581
193+6848	7041
340+657	997
558+7397	7955
300+9835	10135
4059+126	4185
8405+381	8786
898+2277	3175
2040+836	2876
8559+606	9165
9719+604	10323
654+3456	4110
8151+617	8768
835+3521	4356
427+628	1055
4213+605	4818
1625+909	2534
9718+425	10143
9591+100	9691
758+4051	4809
4890+477	5367
812+375	1187
779+988	1767
873+7392	8265
845+6437	7282
8481+682	9163
131+789	920
271+386	657
3882+897	4779
6613+972	7585
374+5115	5489
636+502	1138
707+7456	8163
243+461	704
5819+290	6109
5040+749	5789
799+645	1444
5411+908	6319
950+4640	5590
659+686	1345
448+514	962
366+181	547
6371+291	6662
6535+839	7374
282+6625	6907
271+3815	4086
703+4631	5334
4641+451	5092
7062+204	7266
981+616	1597
673+827	1500
478+6993	7471
761+601	1362
5306+495	5801
6314+116	6430
6250+874	7124
891+5707	6598
329+1124	1453
413+743	1156
2965+998	3963
9393+944	10337
2220+952	3172
592+713	1305
268+1768	2036
634+953	1587
6465+695	7160
375+912	1287
188+958	1146
315+7463	7778
190+6328	6518
564+2761	3325
947+6370	7317
209+321	530
3842+474	4316
4513+937	5450
587+9593	10180
343+917	1260
558+6198	6756
116+735	851
966+3452	4418
2787+390	3177
136+894	1030
281+8481	8762
730+9670	10400
812+705	1517
8747+674	9421
719+850	1569
875+589	1464
378+469	847
340+964	1304
9630+671	10301
511+3667	4178
438+670	1108
526+1956	2482
984+9297	10281
911+8369	9280
8245+386	8631
983+3745	4728
604+823	1427
622+6526	7148
5581+654	6235
6562+850	7412
7913+472	8385
906+5719	6625
614+231	845
729+2944	3673
931+809	1740
440+1416	1856
971+106	1077
143+259	402
481+4761	5242
4802+174	4976
234+758	992
918+433	1351
170+4413	4583
431+448	879
134+9548	9682
748+748	1496
668+3984	4652
2644+390	3034
391+9516	9907
7276+495	7771
9038+247	9285
970+4638	5608
559+8226	8785
5795+758	6553
253+1104	1357
475+966	1441
3747+477	4224
314+2140	2454
4578+924	5502
824+656	1480
854+236	1090
956+164	1120
304+721	1025
999+961	1960
1116+741	1857
739+2517	3256
486+856	1342
192+632	824
525+368	893
263+4341	4604
8588+453	9041
645+269	914
513+9498	10011
2426+781	3207
281+3960	4241
591+8606	9197
366+6950	7316
5352+595	5947
488+258	746
1535+433	1968
733+192	925
8431+491	8922
4950+847	5797
501+154	655
3976+835	4811
223+8680	8903
164+568	732
4523+303	4826
906+4559	5465
4049+957	5006
433+286	719
258+690	948
4507+858	5365
275+2651	2926
7997+918	8915
773+2234	3007
5967+341	6308
3357+342	3699
432+768	1200
819+5006	5825
9850+308	10158
669+6047	6716
527+3001	3528
842+8586	9428
9078+324	9402
927+502	1429
353+1320	1673
6449+367	6816
691+9161	9852
2908+284	3192
718+8189	8907
291+684	975
550+171	721
156+439	595
782+710	1492
877+9634	10511
836+2843	3679
602+824	1426
241+9502	9743
233+252	485
931+791	1722
237+912	1149
506+1889	2395
4087+277	4364
145+371	516
9010+721	9731
8628+631	9259
9288+984	10272
8182+457	8639
4450+809	5259
7098+783	7881
6855+289	7144
752+647	1399
162+1662	1824
117+384	501
341+7354	7695
2343+934	3277
6254+212	6466
168+6683	6851
315+992	1307
2533+123	2656
758+691	1449
897+847	1744
6705+779	7484
194+410	604
589+383	972
9378+297	9675
726+943	1669
105+690	795
581+2354	2935
803+707	1510
195+2886	3081
507+149	656
3472+849	4321
218+312	530
220+987	1207
8542+519	9061
870+3287	4157
217+720	937
2462+218	2680
491+512	1003
232+285	517
223+732	955
1522+557	2079
840+451	1291
9669+878	10547
354+4243	4597
4507+137	4644
685+4153	4838
489+6526	7015
649+113	762
3930+566	4496
5939+895	6834
2697+253	2950
280+2645	2925
391+123	514
7468+740	8208
3303+445	3748
690+780	1470
237+3459	3696
5697+484	6181
117+960	1077
4172+817	4989
458+7234	7692
929+859	1788
1020+924	1944
832+782	1614
6656+231	6887
9135+943	10078
894+199	1093
564+221	785
382+295	677
467+6351	6818
7007+496	7503
880+3135	4015
966+127	1093
176+3558	3734
244+593	837
532+226	758
728+3653	4381
336+9107	9443
161+3725	3886
2007+553	2560
2398+541	2939
982+1366	2348
333+3129	3462
980+388	1368
2753+450	3203
367+3598	3965
1124+327	1451
5676+133	5809
160+227	387
730+471	1201
608+8396	9004
533+6050	6583
2063+479	2542
704+6702	7406
391+7965	8356
352+357	709
961+2743	3704
956+929	1885
572+8113	8685
213+145	358
1973+887	2860
916+902	1818
3009+139	3148
127+925	1052
7759+667	8426
202+560	762
382+2474	2856
265+7943	8208
1698+657	2355
629+199	828
7000+558	7558
251+706	957
989+837	1826
450+821	1271
574+186	760
620+143	763
563+2665	3228
155+573	728
4755+440	5195
148+932	1080
469+9694	10163
603+5919	6522
920+510	1430
216+820	1036
125+117	242
8128+286	8414
644+9652	10296
6821+557	7378
820+8036	8856
5157+608	5765
309+223	532
1089+441	1530
787+922	1709
721+512	1233
942+929	1871
360+8167	8527
547+3439	3986
461+699	1160
637+346	983
816+974	1790
119+1525	1644
372+512	884
535+2641	3176
438+1408	1846
914+219	1133
557+702	1259
782+8657	9439
358+138	496
866+770	1636
699+4865	5564
2113+940	3053
5416+687	6103
422+355	777
2077+424	2501
143+361	504
9222+138	9360
5876+762	6638
9141+504	9645
9670+604	10274
4664+763	5427
303+574	877
8192+801	8993
933+524	1457
717+5794	6511
520+491	1011
252+321	573
393+1804	2197
591+5360	5951
338+950	1288
880+430	1310
287+4455	4742
9444+785	10229
5736+696	6432
2866+725	3591
926+1240	2166
828+942	1770
269+8058	8327
3286+126	3412
578+152	730
8548+939	9487
3810+208	4018
520+156	676
776+781	1557
1449+745	2194
5251+197	5448
2371+340	2711
800+9404	10204
9265+898	10163
8349+250	8599
185+555	740
848+956	1804
9251+740	9991
5747+777	6524
1500+934	2434
659+508	1167
411+9767	10178
264+876	1140
562+464	1026
9407+855	10262
684+550	1234
7124+548	7672
652+276	928
931+126	1057
653+1767	2420
585+6246	6831
782+2535	3317
962+293	1255
676+2394	3070
709+7606	8315
882+763	1645
2376+261	2637
9186+790	9976
5430+910	6340
714+786	1500
673+9268	9941
574+843	1417
692+8817	9509
1819+373	2192
702+463	1165
830+220	1050
909+2448	3357
7938+215	8153
537+1721	2258
665+5065	5730
599+390	989
4672+441	5113
7183+462	7645
897+571	1468
7523+286	7809
755+1740	2495
7908+818	8726
5637+955	6592
7165+492	7657
5073+837	5910
726+8033	8759
372+563	935
6118+255	6373
554+111	665
674+446	1120
495+245	740
464+693	1157
945+745	1690
381+9890	10271
3048+100	3148
4637+372	5009
7555+645	8200
9221+333	9554
1673+546	2219
364+504	868
254+9637	9891
716+2116	2832
122+2038	2160
407+175	582
949+215	1164
5067+466	5533
3674+940	4614
831+517	1348
338+318	656
836+7678	8514
449+291	740
144+360	504
669+9372	10041
510+440	950
1359+269	1628
385+5949	6334
248+5295	5543
731+199	930
425+1517	1942
813+396	1209
128+7822	7950
965+2035	3000
873+8933	9806
2070+890	2960
3077+816	3893
708+9818	10526
9955+745	10700
659+654	1313
1046+987	2033
572+3383	3955
378+181	559
377+7778	8155
2713+906	3619
959+434	1393
4026+503	4529
